Portman_all,Portman_Gen2,Sanmina_all,Sanmina_Gen2,Portman Check,Sanmina Check,Boards,,
QR420-0345-21266,,QR420-0345-20982,,,MISSING,0,,
QR420-0345-20304,,QR420-0345-20408,,,MISSING,0,,
QR420-0345-20543,,QR420-0345-21099,,,MISSING,0,,
QR420-0345-20031,,QR420-0345-20272,,,MISSING,0,,
QR420-0345-20617,,QR420-0345-20960,,,MISSING,0,,
QR420-0345-00464,,QR420-0345-20901,,,MISSING,0,,
QR420-0345-20328,,QR420-0345-21244,,,MISSING,0,,
QR420-0461-20102,,QR420-0345-21336,,,MISSING,0,,
QR420-0461-20069,,QR420-0345-20454,,,MISSING,0,,
QR420-0345-20262,,QR420-0345-20713,,,MISSING,0,,
QR420-0345-21372,,QR420-0345-20326,,,MISSING,0,,
QR420-0345-21348,,QR420-0345-20170,,,MISSING,0,,
QR420-0345-20550,,QR420-0345-20157,,,MISSING,0,,
QR420-0345-20531,,QR420-0345-20271,,,MISSING,0,,
QR420-0345-21336,,QR420-0345-00598,,,MISSING,0,,
QR420-0345-20972,,QR420-0345-21273,,,MISSING,0,,
QR420-0345-20822,,QR420-0461-20080,,,MISSING,0,,
QR420-0345-21273,,QR420-0345-20971,,,MISSING,0,,
QR420-0345-20128,,QR420-0345-20387,,,MISSING,0,,
QR420-0345-20302,,QR420-0345-20817,,,MISSING,0,,
QR420-0345-20994,,QR420-0345-20841,,,MISSING,0,,
QR420-0345-20711,,QR420-0345-20682,,,MISSING,0,,
QR420-0345-20839,,QR420-0345-20839,,,MISSING,0,,
QR420-0345-20507,,QR420-0345-20624,,,MISSING,0,,
QR420-0345-20156,,QR420-0345-20303,,,MISSING,0,,
QR420-0345-20445,,QR420-0345-20672,,,MISSING,0,,
QR420-0345-20229,,QR420-0345-20127,,,MISSING,0,,
QR420-0345-00856,,QR420-0345-21332,,,MISSING,0,,
QR420-0345-20455,,QR420-0345-20954,,,MISSING,0,,
QR420-0345-20084,,QR420-0345-20354,,,MISSING,0,,
QR420-0345-00673,,QR420-0345-20577,,,MISSING,0,,
QR420-0345-20160,,QR420-0345-20228,,,MISSING,0,,
QR420-0461-20093,,QR420-0345-20309,,,MISSING,0,,
QR420-0345-20274,,QR420-0345-20505,,,MISSING,0,,
QR420-0345-20482,,QR420-0345-20041,,,MISSING,0,,
QR420-0345-20569,,QR420-0345-20814,,,MISSING,0,,
QR420-0345-00460,,QR420-0345-20611,,,MISSING,0,,
QR420-0345-21264,,QR420-0345-20471,,,MISSING,0,,
QR420-0345-20814,,QR420-0345-20360,,,MISSING,0,,
QR420-0461-20083,,QR420-0345-21067,,,MISSING,0,,
QR420-0461-20035,,QR420-0345-20394,,,MISSING,0,,
QR420-0345-20245,,QR420-0345-20685,,,MISSING,0,,
QR420-0345-20246,,QR420-0345-20246,,,MISSING,0,,
QR420-0345-20734,,QR420-0345-20336,,,MISSING,0,,
QR420-0345-20268,,QR420-0345-20200,,,MISSING,0,,
QR420-0345-00474,,QR420-0345-20105,,,MISSING,0,,
QR420-0345-20105,,QR420-0461-20111,,,MISSING,0,,
QR420-0345-21326,,QR420-0345-20304,,,MISSING,0,,
QR420-0345-20198,,QR420-0345-00464,,,MISSING,0,,
QR420-0461-20010,,QR420-0345-20534,,,MISSING,0,,
QR420-0461-20089,,QR420-0461-20023,,,MISSING,0,,
QR420-0461-20021,,QR420-0345-21348,,,MISSING,0,,
QR420-0345-00467,,QR420-0345-21338,,,MISSING,0,,
QR420-0345-20578,,QR420-0345-20972,,,MISSING,0,,
QR420-0345-20081,,QR420-0345-20550,,,MISSING,0,,
QR420-0345-21198,,QR420-0461-20061,,,MISSING,0,,
QR420-0345-21338,,QR420-0345-20531,,,MISSING,0,,
QR420-0345-20155,,QR420-0461-20049,,,MISSING,0,,
QR420-0345-20949,,QR420-0345-20006,,,MISSING,0,,
QR420-0345-20553,,QR420-0345-20822,,,MISSING,0,,
QR420-0461-20107,,QR420-0461-20002,,,MISSING,0,,
QR420-0345-20370,,QR420-0345-20823,,,MISSING,0,,
QR420-0345-00528,,QR420-0345-20511,,,MISSING,0,,
QR420-0345-21346,,QR420-0345-20302,,,MISSING,0,,
QR420-0345-20787,,QR420-0345-20994,,,MISSING,0,,
QR420-0345-00891,,QR420-0345-20711,,,MISSING,0,,
QR420-0345-00379,,QR420-0461-20105,,,MISSING,0,,
QR420-0345-20413,,QR420-0345-20876,,,MISSING,0,,
QR420-0345-21212,,QR420-0345-20229,,,MISSING,0,,
QR420-0345-20359,,QR420-0345-20507,,,MISSING,0,,
QR420-0345-20584,,QR420-0345-20445,,,MISSING,0,,
QR420-0345-20944,,QR420-0345-20455,,,MISSING,0,,
QR420-0345-20876,,QR420-0345-00856,,,MISSING,0,,
QR420-0345-20293,,QR420-0345-20084,,,MISSING,0,,
QR420-0345-20418,,QR420-0345-20257,,,MISSING,0,,
QR420-0345-20599,,QR420-0345-20703,,,MISSING,0,,
QR420-0345-20619,,QR420-0345-20274,,,MISSING,0,,
QR420-0345-20257,,QR420-0345-21264,,,MISSING,0,,
QR420-0345-20376,,QR420-0345-00673,,,MISSING,0,,
QR420-0345-20409,,QR420-0345-00460,,,MISSING,0,,
QR420-0345-21248,,QR420-0345-20482,,,MISSING,0,,
QR420-0345-20497,,QR420-0345-20702,,,MISSING,0,,
QR420-0345-20331,,QR420-0461-20083,,,MISSING,0,,
QR420-0461-20040,,QR420-0461-20097,,,MISSING,0,,
QR420-0345-21330,,QR420-0345-20031,,,MISSING,0,,
QR420-0345-20222,,QR420-0345-00467,,,MISSING,0,,
QR420-0345-20412,,QR420-0345-20268,,,MISSING,0,,
QR420-0345-20704,,QR420-0345-20578,,,MISSING,0,,
QR420-0345-20197,,QR420-0345-21198,,,MISSING,0,,
QR420-0345-20187,,QR420-0461-20019,,,MISSING,0,,
QR420-0461-20002,,QR420-0345-20543,,,MISSING,0,,
QR420-0345-20369,,QR420-0345-21333,,,MISSING,0,,
QR420-0345-20165,,QR420-0345-20155,,,MISSING,0,,
QR420-0345-20115,,QR420-0345-20553,,,MISSING,0,,
QR420-0345-20137,,QR420-0345-20465,,,MISSING,0,,
QR420-0345-20502,,QR420-0345-21346,,,MISSING,0,,
QR420-0345-20529,,QR420-0345-20787,,,MISSING,0,,
QR420-0345-00638,,QR420-0345-20115,,,MISSING,0,,
QR420-0461-20091,,QR420-0345-00528,,,MISSING,0,,
QR420-0345-20699,,QR420-0345-21212,,,MISSING,0,,
QR420-0345-20726,,QR420-0461-20120,,,MISSING,0,,
QR420-0345-20358,,QR420-0345-20128,,,MISSING,0,,
QR420-0345-21101,,QR420-0345-20944,,,MISSING,0,,
QR420-0345-20804,,QR420-0345-20727,,,MISSING,0,,
QR420-0345-20727,,QR420-0345-20223,,,MISSING,0,,
QR420-0345-20541,,QR420-0345-20418,,,MISSING,0,,
QR420-0345-20223,,QR420-0345-20293,,,MISSING,0,,
QR420-0345-20313,,QR420-0345-20599,,,MISSING,0,,
QR420-0345-20586,,QR420-0461-20104,,,MISSING,0,,
QR420-0345-20463,,QR420-0345-20619,,,MISSING,0,,
QR420-0345-20017,,QR420-0345-21063,,,MISSING,0,,
QR420-0345-21005,,QR420-0461-20103,,,MISSING,0,,
QR420-0345-20011,,QR420-0345-20409,,,MISSING,0,,
QR420-0345-20975,,QR420-0345-20569,,,MISSING,0,,
QR420-0345-20034,,QR420-0345-20497,,,MISSING,0,,
QR420-0345-20368,,QR420-0345-20376,,,MISSING,0,,
QR420-0345-20113,,QR420-0345-20466,,,MISSING,0,,
QR420-0461-20034,,QR420-0345-20331,,,MISSING,0,,
QR420-0345-20132,,QR420-0345-20222,,,MISSING,0,,
QR420-0345-20921,,QR420-0345-21330,,,MISSING,0,,
QR420-0345-21223,,QR420-0461-20013,,,MISSING,0,,
QR420-0345-21388,,QR420-0345-20198,,,MISSING,0,,
QR420-0345-00836,,QR420-0345-21326,,,MISSING,0,,
QR420-0345-20598,,QR420-0345-00474,,,MISSING,0,,
QR420-0345-20281,,QR420-0345-20081,,,MISSING,0,,
QR420-0345-21293,,QR420-0345-20412,,,MISSING,0,,
QR420-0345-20045,,QR420-0345-20111,,,MISSING,0,,
QR420-0345-20322,,QR420-0345-20239,,,MISSING,0,,
QR420-0461-20106,,QR420-0345-20262,,,MISSING,0,,
QR420-0461-20111,,QR420-0345-20197,,,MISSING,0,,
QR420-0461-20043,,QR420-0345-20949,,,MISSING,0,,
QR420-0345-20347,,QR420-0345-20187,,,MISSING,0,,
QR420-0345-20239,,QR420-0461-20117,,,MISSING,0,,
QR420-0461-20012,,QR420-0345-20369,,,MISSING,0,,
QR420-0345-20126,,QR420-0345-20137,,,MISSING,0,,
QR420-0345-21394,,QR420-0345-20370,,,MISSING,0,,
QR420-0345-20620,,QR420-0461-20091,,,MISSING,0,,
QR420-0345-20291,,QR420-0345-00891,,,MISSING,0,,
QR420-0461-20122,,QR420-0345-20699,,,MISSING,0,,
QR420-0461-20038,,QR420-0345-20502,,,MISSING,0,,
QR420-0461-20129,,QR420-0345-00379,,,MISSING,0,,
QR420-0345-20095,,QR420-0345-20413,,,MISSING,0,,
QR420-0345-20306,,QR420-0345-20726,,,MISSING,0,,
QR420-0461-20087,,QR420-0345-20633,,,MISSING,0,,
QR420-0461-20101,,QR420-0345-20359,,,MISSING,0,,
QR420-0345-20533,,QR420-0345-20358,,,MISSING,0,,
QR420-0345-20633,,QR420-0345-21101,,,MISSING,0,,
QR420-0345-21335,,QR420-0345-21097,,,MISSING,0,,
QR420-0345-00907,,QR420-0345-20804,,,MISSING,0,,
QR420-0345-21097,,QR420-0345-20541,,,MISSING,0,,
QR420-0345-20600,,QR420-0345-20422,,,MISSING,0,,
QR420-0345-20131,,QR420-0345-20586,,,MISSING,0,,
QR420-0345-20294,,QR420-0345-20313,,,MISSING,0,,
QR420-0345-20194,,QR420-0345-20463,,,MISSING,0,,
QR420-0345-20149,,QR420-0345-21005,,,MISSING,0,,
QR420-0345-20311,,QR420-0345-20017,,,MISSING,0,,
QR420-0345-20397,,QR420-0345-20011,,,MISSING,0,,
QR420-0345-20044,,QR420-0345-21248,,,MISSING,0,,
QR420-0345-20111,,QR420-0345-20975,,,MISSING,0,,
QR420-0345-21333,,QR420-0345-20034,,,MISSING,0,,
QR420-0345-20150,,QR420-0345-20294,,,MISSING,0,,
QR420-0345-20109,,QR420-0345-20113,,,MISSING,0,,
QR420-0345-20738,,QR420-0461-20047,,,MISSING,0,,
QR420-0461-20015,,QR420-0345-20132,,,MISSING,0,,
QR420-0461-20094,,QR420-0345-20368,,,MISSING,0,,
QR420-0461-20024,,QR420-0461-20040,,,MISSING,0,,
QR420-0461-20113,,QR420-0345-20921,,,MISSING,0,,
QR420-0461-20004,,QR420-0345-20734,,,MISSING,0,,
QR420-0461-20086,,QR420-0345-21293,,,MISSING,0,,
QR420-0345-00472,,QR420-0345-20598,,,MISSING,0,,
QR420-0461-20063,,QR420-0345-21223,,,MISSING,0,,
QR420-0345-20346,,QR420-0461-20089,,,MISSING,0,,
QR420-0461-20041,,QR420-0345-20322,,,MISSING,0,,
QR420-0345-20564,,QR420-0345-20045,,,MISSING,0,,
QR420-0345-20920,,QR420-0461-20082,,,MISSING,0,,
QR420-0345-20067,,QR420-0345-20347,,,MISSING,0,,
QR420-0345-20427,,QR420-0345-20397,,,MISSING,0,,
QR420-0345-20927,,QR420-0345-21394,,,MISSING,0,,
QR420-0345-20423,,QR420-0345-20165,,,MISSING,0,,
QR420-0345-20788,,QR420-0345-20095,,,MISSING,0,,
QR420-0345-21219,,QR420-0345-00472,,,MISSING,0,,
QR420-0345-20628,,QR420-0345-20291,,,MISSING,0,,
QR420-0345-20466,,QR420-0461-20121,,,MISSING,0,,
QR420-0345-20350,,QR420-0345-00604,,,MISSING,0,,
QR420-0345-20253,,QR420-0345-20306,,,MISSING,0,,
QR420-0461-20080,,QR420-0345-00638,,,MISSING,0,,
QR420-0345-20540,,QR420-0345-20533,,,MISSING,0,,
QR420-0461-20090,,QR420-0345-21335,,,MISSING,0,,
QR420-0461-20047,,QR420-0461-20090,,,MISSING,0,,
QR420-0345-20668,,QR420-0345-20600,,,MISSING,0,,
QR420-0461-20016,,QR420-0345-20131,,,MISSING,0,,
QR420-0345-20285,,QR420-0345-20194,,,MISSING,0,,
QR420-0461-20003,,QR420-0345-20149,,,MISSING,0,,
QR420-0345-20163,,QR420-0345-20253,,,MISSING,0,,
QR420-0461-20061,,QR420-0345-21388,,,MISSING,0,,
QR420-0345-00639,,QR420-0345-20281,,,MISSING,0,,
QR420-0461-20098,,QR420-0461-20034,,,MISSING,0,,
QR420-0461-20121,,QR420-0461-20024,,,MISSING,0,,
QR420-0345-20001,,QR420-0345-20704,,,MISSING,0,,
QR420-0345-21037,,QR420-0345-20311,,,MISSING,0,,
QR420-0345-21068,,QR420-0345-20150,,,MISSING,0,,
QR420-0345-20166,,QR420-0345-00459,,,MISSING,0,,
QR420-0345-20914,,QR420-0345-20109,,,MISSING,0,,
QR420-0345-20015,,QR420-0345-21034,,,MISSING,0,,
QR420-0345-20086,,QR420-0345-20620,,,MISSING,0,,
QR420-0345-00459,,QR420-0345-20346,,,MISSING,0,,
QR420-0345-20329,,QR420-0345-20564,,,MISSING,0,,
QR420-0461-20104,,QR420-0345-20529,,,MISSING,0,,
QR420-0461-20085,,QR420-0345-20067,,,MISSING,0,,
QR420-0345-20824,,QR420-0345-00907,,,MISSING,0,,
QR420-0345-21331,,QR420-0461-20079,,,MISSING,0,,
QR420-0345-21300,,QR420-0345-20584,,,MISSING,0,,
QR420-0461-20096,,QR420-0345-21068,,,MISSING,0,,
QR420-0345-20666,,QR420-0345-20927,,,MISSING,0,,
QR420-0345-20241,,QR420-0345-20427,,,MISSING,0,,
QR420-0345-20472,,QR420-0345-20423,,,MISSING,0,,
QR420-0345-20184,,QR420-0345-20166,,,MISSING,0,,
QR420-0345-20434,,QR420-0345-20788,,,MISSING,0,,
QR420-0345-20154,,QR420-0345-21219,,,MISSING,0,,
QR420-0345-20375,,QR420-0461-20050,,,MISSING,0,,
QR420-0345-20606,,QR420-0345-20628,,,MISSING,0,,
QR420-0345-20267,,QR420-0345-20350,,,MISSING,0,,
QR420-0345-20441,,QR420-0345-20044,,,MISSING,0,,
QR420-0345-20786,,QR420-0345-20668,,,MISSING,0,,
QR420-0345-20770,,QR420-0461-20116,,,MISSING,0,,
QR420-0345-21034,,QR420-0345-20126,,,MISSING,0,,
QR420-0345-21230,,QR420-0345-21230,,,MISSING,0,,
QR420-0461-20097,,QR420-0345-20285,,,MISSING,0,,
QR420-0461-20019,,QR420-0345-20163,,,MISSING,0,,
QR420-0461-20017,,QR420-0345-20920,,,MISSING,0,,
QR420-0345-21306,,QR420-0345-00639,,,MISSING,0,,
QR420-0345-00821,,QR420-0461-20085,,,MISSING,0,,
QR420-0345-20280,,QR420-0345-20001,,,MISSING,0,,
QR420-0345-20301,,QR420-0345-21037,,,MISSING,0,,
QR420-0345-21036,,QR420-0345-20666,,,MISSING,0,,
QR420-0345-20890,,QR420-0461-20126,,,MISSING,0,,
QR420-0345-20012,,QR420-0345-20015,,,MISSING,0,,
QR420-0345-20621,,QR420-0345-20606,,,MISSING,0,,
QR420-0345-21249,,QR420-0345-00836,,,MISSING,0,,
QR420-0345-20251,,QR420-0345-20540,,,MISSING,0,,
QR420-0345-21192,,QR420-0345-20086,,,MISSING,0,,
QR420-0345-20459,,QR420-0345-20329,,,MISSING,0,,
QR420-0345-00453,,QR420-0345-20738,,,MISSING,0,,
QR420-0345-20930,,QR420-0461-20086,,,MISSING,0,,
QR420-0345-20942,,QR420-0345-21331,,,MISSING,0,,
QR420-0345-20768,,QR420-0345-21300,,,MISSING,0,,
QR420-0345-20951,,QR420-0345-00821,,,MISSING,0,,
QR420-0345-20005,,QR420-0345-20280,,,MISSING,0,,
QR420-0461-20039,,QR420-0345-20241,,,MISSING,0,,
QR420-0461-20050,,QR420-0345-20472,,,MISSING,0,,
QR420-0345-20224,,QR420-0345-20184,,,MISSING,0,,
QR420-0345-20422,,QR420-0345-20434,,,MISSING,0,,
QR420-0345-20881,,QR420-0345-20154,,,MISSING,0,,
QR420-0345-21084,,QR420-0461-20012,,,MISSING,0,,
QR420-0345-20071,,QR420-0345-20914,,,MISSING,0,,
QR420-0345-20844,,QR420-0345-20375,,,MISSING,0,,
QR420-0345-20230,,QR420-0345-20267,,,MISSING,0,,
QR420-0345-20707,,QR420-0345-20441,,,MISSING,0,,
QR420-0345-20789,,QR420-0345-20786,,,MISSING,0,,
QR420-0461-20099,,QR420-0345-20770,,,MISSING,0,,
QR420-0461-20116,,QR420-0345-20824,,,MISSING,0,,
QR420-0345-00399,,QR420-0345-21306,,,MISSING,0,,
QR420-0345-20695,,QR420-0345-20301,,,MISSING,0,,
QR420-0345-20740,,QR420-0345-21036,,,MISSING,0,,
QR420-0345-21040,,QR420-0345-20890,,,MISSING,0,,
QR420-0345-20756,,QR420-0345-20621,,,MISSING,0,,
QR420-0345-20284,,QR420-0345-21249,,,MISSING,0,,
QR420-0345-20298,,QR420-0345-20251,,,MISSING,0,,
QR420-0345-20859,,QR420-0345-20224,,,MISSING,0,,
QR420-0345-20526,,QR420-0345-21192,,,MISSING,0,,
QR420-0345-20827,,QR420-0345-20459,,,MISSING,0,,
QR420-0345-21100,,QR420-0345-20930,,,MISSING,0,,
QR420-0345-20437,,QR420-0345-20942,,,MISSING,0,,
QR420-0345-20292,,QR420-0345-20012,,,MISSING,0,,
QR420-0345-20940,,QR420-0345-20768,,,MISSING,0,,
QR420-0345-21069,,QR420-0345-20951,,,MISSING,0,,
QR420-0345-20790,,QR420-0345-20005,,,MISSING,0,,
QR420-0345-20259,,QR420-0345-20789,,,MISSING,0,,
QR420-0345-20575,,QR420-0345-00453,,,MISSING,0,,
QR420-0345-20772,,QR420-0345-20881,,,MISSING,0,,
QR420-0345-20589,,QR420-0345-20284,,,MISSING,0,,
QR420-0345-20718,,QR420-0345-21084,,,MISSING,0,,
QR420-0345-21185,,QR420-0345-20071,,,MISSING,0,,
QR420-0345-20250,,QR420-0345-20437,,,MISSING,0,,
QR420-0345-21255,,QR420-0345-20844,,,MISSING,0,,
QR420-0345-20943,,QR420-0345-20230,,,MISSING,0,,
QR420-0461-20018,,QR420-0345-20707,,,MISSING,0,,
QR420-0345-21364,,QR420-0345-00399,,,MISSING,0,,
QR420-0345-20004,,QR420-0345-20695,,,MISSING,0,,
QR420-0345-20656,,QR420-0345-20756,,,MISSING,0,,
QR420-0345-20657,,QR420-0345-21040,,,MISSING,0,,
QR420-0345-20023,,QR420-0345-20740,,,MISSING,0,,
QR420-0345-21087,,QR420-0461-20039,,,MISSING,0,,
QR420-0345-20290,,QR420-0345-20298,,,MISSING,0,,
QR420-0345-20104,,QR420-0345-20859,,,MISSING,0,,
QR420-0345-21245,,QR420-0345-20526,,,MISSING,0,,
QR420-0345-20206,,QR420-0345-20827,,,MISSING,0,,
QR420-0345-20889,,QR420-0345-21100,,,MISSING,0,,
QR420-0345-21391,,QR420-0345-20292,,,MISSING,0,,
QR420-0345-20134,,QR420-0345-20940,,,MISSING,0,,
QR420-0345-21190,,QR420-0345-21069,,,MISSING,0,,
QR420-0345-20602,,QR420-0345-20790,,,MISSING,0,,
QR420-0345-20013,,QR420-0345-20259,,,MISSING,0,,
QR420-0345-20968,,QR420-0345-20575,,,MISSING,0,,
QR420-0345-20151,,QR420-0345-20589,,,MISSING,0,,
QR420-0345-20244,,QR420-0345-20718,,,MISSING,0,,
QR420-0345-20033,,QR420-0345-20772,,,MISSING,0,,
,,QR420-0345-21185,,,MISSING,0,,
,,QR420-0461-20130,,,MISSING,0,,
,,QR420-0345-20250,,,MISSING,0,,
,,QR420-0345-21255,,,MISSING,0,,
,,QR420-0461-20018,,,MISSING,0,,
,,QR420-0345-20943,,,MISSING,0,,
,,QR420-0345-21364,,,MISSING,0,,
,,QR420-0345-20004,,,MISSING,0,,
,,QR420-0345-20656,,,MISSING,0,,
,,QR420-0345-20657,,,MISSING,0,,
,,QR420-0345-20023,,,MISSING,0,,
,,QR420-0345-21087,,,MISSING,0,,
,,QR420-0345-20104,,,MISSING,0,,
,,QR420-0345-20290,,,MISSING,0,,
,,QR420-0345-21245,,,MISSING,0,,
,,QR420-0345-20206,,,MISSING,0,,
,,QR420-0345-20889,,,MISSING,0,,
,,QR420-0345-21391,,,MISSING,0,,
,,QR420-0345-20134,,,MISSING,0,,
,,QR420-0345-21190,,,MISSING,0,,
,,QR420-0345-20602,,,MISSING,0,,
,,QR420-0345-20013,,,MISSING,0,,
,,QR420-0345-20968,,,MISSING,0,,
,,QR420-0345-20151,,,MISSING,0,,
,,QR420-0345-20244,,,MISSING,0,,
,,QR420-0461-20022,,,MISSING,0,,
,,QR420-0345-20033,,,MISSING,0,,
,,QR420-0461-20124,,,MISSING,0,,
